Sample	Gene	TPM
organize_Adipogenic_MSC_Fib_wk10_A_2_dedup.bam	ADAR	125.904620761022
organize_Adipogenic_MSC_Fib_wk10_A_3_dedup.bam	ADAR	132.862800615551
organize_Adipogenic_MSC_Fib_wk10_A_4_dedup.bam	ADAR	104.562026019012
organize_Adipogenic_MSC_Fib_wk10_B_1_dedup.bam	ADAR	125.179309609043
organize_Adipogenic_MSC_Fib_wk10_B_3_dedup.bam	ADAR	144.871549515245
organize_Adipogenic_MSC_Fib_wk4_M1_1_dedup.bam	ADAR	81.7095516687541
organize_Adipogenic_MSC_Fib_wk4_M1_2_dedup.bam	ADAR	122.497043696645
organize_Adipogenic_MSC_Fib_wk4_M14_1_dedup.bam	ADAR	90.070611406129
organize_Adipogenic_MSC_Fib_wk6_M15_1_dedup.bam	ADAR	82.3656853661717
organize_Adipogenic_MSC_Fib_wk6_M15_2_dedup.bam	ADAR	137.609052769982
organize_Adipogenic_MSC_Fib_wk6_M9_1_dedup.bam	ADAR	118.495070192444
organize_Adipogenic_MSC_Fib_wk8_M10_1_dedup.bam	ADAR	147.270783071289
organize_Adipogenic_MSC_Fib_wk8_M8_1_dedup.bam	ADAR	86.4899246638186
organize_Adipogenic_MSC_Fib_wk8_M8_2_dedup.bam	ADAR	125.897331280267
organize_Chondrogenic_MSC_Fib_wk10_A_2_dedup.bam	ADAR	35.3977438740112
organize_Chondrogenic_MSC_Fib_wk10_A_3_dedup.bam	ADAR	63.1934315081902
organize_Chondrogenic_MSC_Fib_wk10_A_4_dedup.bam	ADAR	43.3554703986003
organize_Chondrogenic_MSC_Fib_wk10_B_1_dedup.bam	ADAR	111.138730566974
organize_Chondrogenic_MSC_Fib_wk10_B_3_dedup.bam	ADAR	41.3565423545997
organize_Chondrogenic_MSC_Fib_wk6_M15_1_dedup.bam	ADAR	109.62347798487
organize_Chondrogenic_MSC_Fib_wk6_M15_2_dedup.bam	ADAR	76.5887822161497
organize_Chondrogenic_MSC_Fib_wk6_M9_1_dedup.bam	ADAR	101.538561783676
organize_Chondrogenic_MSC_Fib_wk8_M10_1_dedup.bam	ADAR	101.697017748779
organize_Chondrogenic_MSC_Fib_wk8_M8_1_dedup.bam	ADAR	74.519728025293
organize_Chondrogenic_MSC_Fib_wk8_M8_2_dedup.bam	ADAR	86.45761921631
organize_Cycling_MSC_Fib_wk10_A_2_dedup.bam	ADAR	82.7374037809808
organize_Cycling_MSC_Fib_wk10_A_3_dedup.bam	ADAR	117.353548872998
organize_Cycling_MSC_Fib_wk10_A_4_dedup.bam	ADAR	124.846365347083
organize_Cycling_MSC_Fib_wk10_B_1_dedup.bam	ADAR	88.8924494609339
organize_Cycling_MSC_Fib_wk10_B_3_dedup.bam	ADAR	92.9112553925906
organize_Cycling_MSC_Fib_wk4_M1_1_dedup.bam	ADAR	129.016285136261
organize_Cycling_MSC_Fib_wk4_M1_2_dedup.bam	ADAR	77.538076367482
organize_Cycling_MSC_Fib_wk4_M14_1_dedup.bam	ADAR	77.9213780149704
organize_Cycling_MSC_Fib_wk6_M15_1_dedup.bam	ADAR	89.4905976830365
organize_Cycling_MSC_Fib_wk6_M15_2_dedup.bam	ADAR	129.582828667621
organize_Cycling_MSC_Fib_wk6_M9_1_dedup.bam	ADAR	101.000155680984
organize_Cycling_MSC_Fib_wk8_M10_1_dedup.bam	ADAR	143.179304687385
